impl,size,median_gflops
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,1792,72828.099
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1792,79465.658
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1792,98591.437
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1792,75471.943
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1792,76458.667
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1792,94448.944
cublaslt_fp16acc,1792,113816.949
wmma_fp16acc_staged_cpasync_k64_skew16,2048,92016.605
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2048,106861.247
mma_fp16acc,2048,24279.617
mma_fp16acc_m16n32,2048,36314.321
mma_fp16acc_m16n32_k32,2048,45590.260
mma_fp16acc_m16n32_k32_4x2,2048,59599.349
mma_fp16acc_m16n32_k32_4x4,2048,58058.932
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2048,81393.408
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2048,86209.704
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2048,111303.178
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2048,88768.339
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2048,97541.953
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2048,109632.608
cublaslt_fp16acc,2048,145928.486
wmma_fp16acc_staged_cpasync_k64_skew16,2304,95551.483
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2304,100487.960
mma_fp16acc,2304,24703.471
mma_fp16acc_m16n32,2304,32287.728
mma_fp16acc_m16n32_k32,2304,45159.325
mma_fp16acc_m16n32_k32_4x2,2304,59443.361
mma_fp16acc_m16n32_k32_4x4,2304,51442.638
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2304,80600.154
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2304,88274.363
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2304,109201.697
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2304,84107.603
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2304,89030.031
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2304,106138.839
cublaslt_fp16acc,2304,128494.187
wmma_fp16acc_staged_cpasync_k64_skew16,2560,91895.711
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2560,105363.340
mma_fp16acc,2560,24883.741
mma_fp16acc_m16n32,2560,37969.873
mma_fp16acc_m16n32_k32,2560,48527.215
mma_fp16acc_m16n32_k32_4x2,2560,59583.265
mma_fp16acc_m16n32_k32_4x4,2560,50180.703
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2560,75193.688
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2560,83395.718
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2560,114273.757
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2560,88086.019
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2560,94979.708
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2560,111077.964
cublaslt_fp16acc,2560,123187.975
wmma_fp16acc_staged_cpasync_k64_skew16,2816,92207.629
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2816,104668.862
mma_fp16acc,2816,25153.502
mma_fp16acc_m16n32,2816,35911.244
mma_fp16acc_m16n32_k32,2816,49286.811
mma_fp16acc_m16n32_k32_4x2,2816,62806.501
mma_fp16acc_m16n32_k32_4x4,2816,57245.888
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2816,79587.973
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2816,82838.003
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2816,115687.558
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2816,89190.610
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2816,100649.382
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2816,113306.649
cublaslt_fp16acc,2816,144897.704
wmma_fp16acc_staged_cpasync_k64_skew16,3072,96075.682
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3072,110376.420
mma_fp16acc,3072,24737.049
mma_fp16acc_m16n32,3072,35378.730
mma_fp16acc_m16n32_k32,3072,48983.248
mma_fp16acc_m16n32_k32_4x2,3072,64274.818
mma_fp16acc_m16n32_k32_4x4,3072,54442.842
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3072,82484.608
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3072,89183.412
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3072,120775.824
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3072,93720.190
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3072,106365.678
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3072,117972.485
cublaslt_fp16acc,3072,156417.418
wmma_fp16acc_staged_cpasync_k64_skew16,3328,94042.885
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3328,107152.329
mma_fp16acc,3328,21071.651
mma_fp16acc_m16n32,3328,22930.132
mma_fp16acc_m16n32_k32,3328,38390.880
mma_fp16acc_m16n32_k32_4x2,3328,54726.727
mma_fp16acc_m16n32_k32_4x4,3328,46357.674
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3328,79736.998
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3328,85394.179
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3328,119015.392
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3328,91504.667
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3328,105044.069
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3328,117011.458
cublaslt_fp16acc,3328,153035.600
wmma_fp16acc_staged_cpasync_k64_skew16,3584,95198.935
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3584,109519.354
mma_fp16acc,3584,21186.472
mma_fp16acc_m16n32,3584,22254.995
mma_fp16acc_m16n32_k32,3584,37565.262
mma_fp16acc_m16n32_k32_4x2,3584,59055.911
mma_fp16acc_m16n32_k32_4x4,3584,50686.900
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3584,83280.302
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3584,88406.952
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3584,121671.711
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3584,93024.442
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3584,104899.653
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3584,119431.851
cublaslt_fp16acc,3584,140933.210
wmma_fp16acc_staged_cpasync_k64_skew16,3840,92856.424
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3840,108706.623
mma_fp16acc,3840,21093.269
mma_fp16acc_m16n32,3840,22704.169
mma_fp16acc_m16n32_k32,3840,37802.771
mma_fp16acc_m16n32_k32_4x2,3840,60153.385
mma_fp16acc_m16n32_k32_4x4,3840,52338.854
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3840,81177.748
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3840,85395.108
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3840,121475.442
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3840,92545.605
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3840,105342.957
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3840,118898.152
cublaslt_fp16acc,3840,141966.625
wmma_fp16acc_staged_cpasync_k64_skew16,4096,95694.651
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,4096,111848.101
mma_fp16acc,4096,21477.200
mma_fp16acc_m16n32,4096,24297.817
mma_fp16acc_m16n32_k32,4096,39445.348
mma_fp16acc_m16n32_k32_4x2,4096,62806.153
mma_fp16acc_m16n32_k32_4x4,4096,55726.692
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,4096,83624.753
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,4096,88563.330
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,4096,123702.976
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,4096,95185.656
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,4096,110288.557
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,4096,121684.248
cublaslt_fp16acc,4096,161125.724
