impl,size,median_gflops
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1280,72939.346
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1280,78181.923
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1280,76027.843
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,1280,87148.934
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,1280,87148.934
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,1280,86831.403
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1280,64000.000
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1280,67912.952
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1280,75917.753
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1280,68266.668
cublaslt_fp16acc,1280,105067.739
wmma_fp16acc_staged_cpasync_k64_skew16,1536,90705.816
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,1536,91920.627
mma_fp16acc,1536,23055.009
mma_fp16acc_m16n32,1536,37449.143
mma_fp16acc_m16n32_k32,1536,42762.658
mma_fp16acc_m16n32_k32_4x2,1536,42896.290
mma_fp16acc_m16n32_k32_4x4,1536,34695.530
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,1536,57151.756
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1536,72223.349
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1536,93130.109
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1536,90778.527
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,1536,101452.375
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,1536,102647.813
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,1536,102624.564
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1536,66148.486
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1536,70078.101
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1536,87415.060
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1536,69391.060
cublaslt_fp16acc,1536,104086.586
wmma_fp16acc_staged_cpasync_k64_skew16,1792,91284.657
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,1792,92887.804
mma_fp16acc,1792,23761.996
mma_fp16acc_m16n32,1792,28608.143
mma_fp16acc_m16n32_k32,1792,39443.066
mma_fp16acc_m16n32_k32_4x2,1792,54296.733
mma_fp16acc_m16n32_k32_4x4,1792,45386.027
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,1792,75219.402
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1792,78648.938
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1792,98147.513
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1792,96153.335
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,1792,104068.741
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,1792,105041.346
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,1792,104872.890
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1792,75440.289
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1792,75998.221
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1792,94610.436
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1792,74968.538
cublaslt_fp16acc,1792,113673.058
wmma_fp16acc_staged_cpasync_k64_skew16,2048,91796.344
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2048,106850.610
mma_fp16acc,2048,24280.715
mma_fp16acc_m16n32,2048,36287.322
mma_fp16acc_m16n32_k32,2048,45660.055
mma_fp16acc_m16n32_k32_4x2,2048,59918.627
mma_fp16acc_m16n32_k32_4x4,2048,58175.319
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2048,83886.082
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2048,89270.186
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2048,111534.422
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2048,110512.740
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2048,118987.350
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2048,119930.960
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2048,119690.315
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2048,88768.339
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2048,97083.344
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2048,109655.006
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2048,95989.793
cublaslt_fp16acc,2048,146047.580
wmma_fp16acc_staged_cpasync_k64_skew16,2304,95176.724
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2304,100448.342
mma_fp16acc,2304,24703.471
mma_fp16acc_m16n32,2304,32258.430
mma_fp16acc_m16n32_k32,2304,45100.709
mma_fp16acc_m16n32_k32_4x2,2304,59473.421
mma_fp16acc_m16n32_k32_4x4,2304,51399.403
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2304,79880.028
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2304,87823.057
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2304,109084.822
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2304,107105.499
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2304,113760.239
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2304,114510.061
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2304,114006.249
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2304,84112.223
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2304,89363.090
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2304,106197.821
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2304,87501.359
cublaslt_fp16acc,2304,128548.201
wmma_fp16acc_staged_cpasync_k64_skew16,2560,91823.290
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2560,105363.340
mma_fp16acc,2560,24878.428
mma_fp16acc_m16n32,2560,38013.922
mma_fp16acc_m16n32_k32,2560,48532.829
mma_fp16acc_m16n32_k32_4x2,2560,59578.182
mma_fp16acc_m16n32_k32_4x4,2560,50107.568
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2560,75851.852
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2560,82953.678
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2560,114573.429
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2560,109397.604
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2560,119591.245
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2560,120118.681
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2560,119577.604
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2560,88123.035
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2560,94705.206
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2560,110989.784
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2560,93099.176
cublaslt_fp16acc,2560,123209.679
wmma_fp16acc_staged_cpasync_k64_skew16,2816,92756.102
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2816,104841.847
mma_fp16acc,2816,25152.368
mma_fp16acc_m16n32,2816,35974.189
mma_fp16acc_m16n32_k32,2816,49223.362
mma_fp16acc_m16n32_k32_4x2,2816,62754.257
mma_fp16acc_m16n32_k32_4x4,2816,57164.990
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2816,80099.554
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2816,82295.809
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2816,115433.986
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2816,113233.114
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2816,118870.167
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2816,119490.976
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2816,118794.283
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2816,89190.610
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2816,100620.356
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2816,113228.511
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2816,98898.428
cublaslt_fp16acc,2816,145373.127
wmma_fp16acc_staged_cpasync_k64_skew16,3072,95521.081
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3072,110376.420
mma_fp16acc,3072,24629.449
mma_fp16acc_m16n32,3072,37237.881
mma_fp16acc_m16n32_k32,3072,48132.274
mma_fp16acc_m16n32_k32_4x2,3072,63232.920
mma_fp16acc_m16n32_k32_4x4,3072,54840.782
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3072,81355.034
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3072,89100.084
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3072,120989.535
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3072,117964.803
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3072,125272.352
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3072,126043.566
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3072,125272.352
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3072,93746.861
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3072,106434.411
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3072,118045.496
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3072,105247.401
cublaslt_fp16acc,3072,156410.665
wmma_fp16acc_staged_cpasync_k64_skew16,3328,93994.913
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3328,107214.666
mma_fp16acc,3328,21059.323
mma_fp16acc_m16n32,3328,22875.713
mma_fp16acc_m16n32_k32,3328,38376.171
mma_fp16acc_m16n32_k32_4x2,3328,54752.738
mma_fp16acc_m16n32_k32_4x4,3328,46525.259
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3328,78960.824
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3328,85206.252
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3328,118797.515
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3328,115535.564
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3328,121835.227
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3328,122417.915
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3328,121606.914
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3328,91511.938
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3328,105248.028
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3328,116679.575
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3328,102844.712
cublaslt_fp16acc,3328,153142.426
wmma_fp16acc_staged_cpasync_k64_skew16,3584,94947.616
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3584,109519.354
mma_fp16acc,3584,21194.274
mma_fp16acc_m16n32,3584,22355.891
mma_fp16acc_m16n32_k32,3584,37595.696
mma_fp16acc_m16n32_k32_4x2,3584,58761.031
mma_fp16acc_m16n32_k32_4x4,3584,50831.067
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3584,81587.131
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3584,88325.537
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3584,121689.721
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3584,118624.338
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3584,124547.334
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3584,125069.765
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3584,124230.067
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3584,93040.987
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3584,104811.766
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3584,119409.556
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3584,103286.097
cublaslt_fp16acc,3584,141126.770
wmma_fp16acc_staged_cpasync_k64_skew16,3840,92173.194
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3840,108743.369
mma_fp16acc,3840,21131.556
mma_fp16acc_m16n32,3840,22469.201
mma_fp16acc_m16n32_k32,3840,37565.416
mma_fp16acc_m16n32_k32_4x2,3840,59637.419
mma_fp16acc_m16n32_k32_4x4,3840,51820.013
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3840,78669.423
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3840,85623.411
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3840,121396.266
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3840,115803.142
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3840,123856.232
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3840,124439.817
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3840,123566.480
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3840,92623.115
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3840,105382.163
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3840,119056.147
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3840,104325.919
cublaslt_fp16acc,3840,142003.656
wmma_fp16acc_staged_cpasync_k64_skew16,4096,95883.714
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,4096,111754.982
mma_fp16acc,4096,21420.322
mma_fp16acc_m16n32,4096,23338.662
mma_fp16acc_m16n32_k32,4096,39656.592
mma_fp16acc_m16n32_k32_4x2,4096,63390.141
mma_fp16acc_m16n32_k32_4x4,4096,55583.532
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,4096,90867.051
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,4096,88337.459
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,4096,123603.298
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,4096,120818.231
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,4096,126144.487
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,4096,126620.493
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,4096,125730.881
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,4096,95161.403
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,4096,110207.907
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,4096,121663.575
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,4096,109558.505
cublaslt_fp16acc,4096,161125.724
