impl,size,median_gflops
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,1280,86146.562
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,1280,86373.639
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1280,63627.189
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1280,67371.883
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1280,75851.852
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1280,68266.668
cublaslt_fp16acc,1280,105025.645
wmma_fp16acc_staged_cpasync_k64_skew16,1536,90596.968
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,1536,91920.627
mma_fp16acc,1536,22980.157
mma_fp16acc_m16n32,1536,37264.299
mma_fp16acc_m16n32_k32,1536,42525.801
mma_fp16acc_m16n32_k32_4x2,1536,42888.165
mma_fp16acc_m16n32_k32_4x4,1536,34695.530
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,1536,57015.081
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1536,71606.832
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1536,92295.196
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1536,90742.157
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,1536,101680.093
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,1536,102578.085
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,1536,102578.085
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,1536,102578.085
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1536,66245.223
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1536,70067.258
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1536,87381.335
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1536,69391.060
cublaslt_fp16acc,1536,104086.586
wmma_fp16acc_staged_cpasync_k64_skew16,1792,90697.664
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,1792,92220.917
mma_fp16acc,1792,23663.502
mma_fp16acc_m16n32,1792,28521.933
mma_fp16acc_m16n32_k32,1792,39330.917
mma_fp16acc_m16n32_k32_4x2,1792,54035.693
mma_fp16acc_m16n32_k32_4x4,1792,45320.259
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,1792,74976.347
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1792,81224.380
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1792,97628.001
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1792,96063.450
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,1792,104129.001
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,1792,104431.352
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,1792,104068.741
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,1792,104068.741
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1792,75219.402
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1792,76143.023
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1792,94362.210
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1792,74541.262
cublaslt_fp16acc,1792,113529.539
wmma_fp16acc_staged_cpasync_k64_skew16,2048,91608.380
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2048,105954.390
mma_fp16acc,2048,24174.663
mma_fp16acc_m16n32,2048,36067.915
mma_fp16acc_m16n32_k32,2048,44990.436
mma_fp16acc_m16n32_k32_4x2,2048,59398.228
mma_fp16acc_m16n32_k32_4x4,2048,57852.470
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2048,83488.204
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2048,88996.422
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2048,111107.391
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2048,110014.533
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2048,118908.294
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2048,119225.174
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,2048,119410.796
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2048,118737.338
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2048,88315.656
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2048,96978.131
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2048,108942.965
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2048,95869.809
cublaslt_fp16acc,2048,145888.832
wmma_fp16acc_staged_cpasync_k64_skew16,2304,94793.144
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2304,100369.213
mma_fp16acc,2304,24590.231
mma_fp16acc_m16n32,2304,32166.126
mma_fp16acc_m16n32_k32,2304,45080.758
mma_fp16acc_m16n32_k32_4x2,2304,59268.219
mma_fp16acc_m16n32_k32_4x4,2304,51357.960
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2304,79506.151
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2304,87868.487
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2304,108534.981
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2304,106404.779
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2304,113321.755
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2304,114287.497
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,2304,113751.772
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2304,113692.559
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2304,83615.389
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2304,88817.975
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2304,105698.547
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2304,86864.990
cublaslt_fp16acc,2304,128128.037
wmma_fp16acc_staged_cpasync_k64_skew16,2560,91795.149
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2560,104731.923
mma_fp16acc,2560,24736.107
mma_fp16acc_m16n32,2560,37888.926
mma_fp16acc_m16n32_k32,2560,48401.774
mma_fp16acc_m16n32_k32_4x2,2560,59362.318
mma_fp16acc_m16n32_k32_4x4,2560,49875.190
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2560,75624.820
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2560,82920.882
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2560,113746.922
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2560,108999.588
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2560,118805.340
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2560,119550.330
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,2560,119156.364
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2560,118852.470
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2560,87750.617
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2560,94415.277
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2560,110329.970
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2560,92467.022
cublaslt_fp16acc,2560,122942.432
wmma_fp16acc_staged_cpasync_k64_skew16,2816,92734.531
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2816,104149.441
mma_fp16acc,2816,25036.859
mma_fp16acc_m16n32,2816,35896.469
mma_fp16acc_m16n32_k32,2816,49039.166
mma_fp16acc_m16n32_k32_4x2,2816,62459.374
mma_fp16acc_m16n32_k32_4x4,2816,57094.833
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2816,79966.462
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2816,82135.981
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2816,114816.728
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2816,112698.210
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,2816,118280.836
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,2816,119001.933
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,2816,118506.801
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,2816,118205.694
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2816,88824.483
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2816,100262.548
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2816,112489.300
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2816,98237.113
cublaslt_fp16acc,2816,144447.794
wmma_fp16acc_staged_cpasync_k64_skew16,3072,95184.884
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3072,109734.704
mma_fp16acc,3072,24509.183
mma_fp16acc_m16n32,3072,37183.621
mma_fp16acc_m16n32_k32,3072,48046.757
mma_fp16acc_m16n32_k32_4x2,3072,62990.018
mma_fp16acc_m16n32_k32_4x4,3072,54639.851
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3072,81256.532
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3072,88761.819
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3072,120218.903
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3072,117326.986
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3072,124446.382
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3072,125272.352
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,3072,124784.914
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3072,124446.382
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3072,93271.525
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3072,105924.196
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3072,117232.097
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3072,104401.449
cublaslt_fp16acc,3072,155557.975
wmma_fp16acc_staged_cpasync_k64_skew16,3328,93860.879
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3328,106732.831
mma_fp16acc,3328,20998.281
mma_fp16acc_m16n32,3328,22991.920
mma_fp16acc_m16n32_k32,3328,38191.352
mma_fp16acc_m16n32_k32_4x2,3328,54670.875
mma_fp16acc_m16n32_k32_4x4,3328,46286.889
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3328,78858.115
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3328,85248.814
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3328,118269.964
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3328,115022.168
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3328,121203.838
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3328,121812.680
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,3328,121213.412
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3328,120993.777
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3328,91243.720
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3328,104662.278
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3328,116120.847
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3328,102569.973
cublaslt_fp16acc,3328,152473.450
wmma_fp16acc_staged_cpasync_k64_skew16,3584,94669.578
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3584,109060.654
mma_fp16acc,3584,21152.286
mma_fp16acc_m16n32,3584,22272.998
mma_fp16acc_m16n32_k32,3584,37533.900
mma_fp16acc_m16n32_k32_4x2,3584,58504.150
mma_fp16acc_m16n32_k32_4x4,3584,50687.795
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3584,81403.622
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3584,88325.537
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3584,121154.254
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3584,118142.137
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3584,123850.402
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3584,124436.911
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,3584,123837.078
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3584,123680.043
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3584,92696.281
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3584,104431.352
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3584,118805.565
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3584,102995.866
cublaslt_fp16acc,3584,140290.721
wmma_fp16acc_staged_cpasync_k64_skew16,3840,91782.357
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3840,108307.397
mma_fp16acc,3840,21097.292
mma_fp16acc_m16n32,3840,23020.817
mma_fp16acc_m16n32_k32,3840,38322.657
mma_fp16acc_m16n32_k32_4x2,3840,61191.939
mma_fp16acc_m16n32_k32_4x4,3840,53464.829
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3840,78630.972
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3840,85641.026
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3840,120944.053
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3840,115314.488
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,3840,123411.357
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,3840,123925.628
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,3840,123385.534
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,3840,123104.413
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3840,92252.499
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3840,104947.777
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3840,118533.762
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3840,104226.064
cublaslt_fp16acc,3840,141424.813
wmma_fp16acc_staged_cpasync_k64_skew16,4096,95704.247
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,4096,111113.141
mma_fp16acc,4096,21398.658
mma_fp16acc_m16n32,4096,24645.194
mma_fp16acc_m16n32_k32,4096,39563.075
mma_fp16acc_m16n32_k32_4x2,4096,63133.894
mma_fp16acc_m16n32_k32_4x4,4096,55627.085
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,4096,83504.434
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,4096,88308.398
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,4096,123622.860
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,4096,120899.848
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore,4096,126026.040
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync,4096,126618.630
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_bprefetch,4096,126101.895
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16_vstore_skiplastsync_nocheck,4096,125699.613
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,4096,95123.465
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,4096,110103.375
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,4096,121634.284
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,4096,109562.701
cublaslt_fp16acc,4096,160995.866
