impl,size,median_gflops
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1536,91419.740
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1536,66216.170
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1536,70078.101
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1536,87567.143
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1536,69422.967
cublaslt_fp16acc,1536,104182.343
wmma_fp16acc_staged_cpasync_k64_skew16,1792,90961.452
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,1792,92887.804
mma_fp16acc,1792,23803.671
mma_fp16acc_m16n32,1792,28599.044
mma_fp16acc_m16n32_k32,1792,39451.717
mma_fp16acc_m16n32_k32_4x2,1792,54190.382
mma_fp16acc_m16n32_k32_4x4,1792,45325.966
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,1792,75125.131
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,1792,80868.252
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,1792,98067.234
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,1792,96191.913
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,1792,75821.986
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,1792,75766.084
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,1792,93943.209
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,1792,74548.982
cublaslt_fp16acc,1792,113601.257
wmma_fp16acc_staged_cpasync_k64_skew16,2048,91819.892
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2048,106861.247
mma_fp16acc,2048,24227.028
mma_fp16acc_m16n32,2048,36276.287
mma_fp16acc_m16n32_k32,2048,45343.828
mma_fp16acc_m16n32_k32_4x2,2048,59579.502
mma_fp16acc_m16n32_k32_4x4,2048,58052.653
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2048,83886.082
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2048,89717.734
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2048,111824.810
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2048,110444.541
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2048,88812.390
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2048,97541.953
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2048,109655.006
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2048,96420.781
cublaslt_fp16acc,2048,146087.321
wmma_fp16acc_staged_cpasync_k64_skew16,2304,95390.518
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2304,100746.216
mma_fp16acc,2304,24703.073
mma_fp16acc_m16n32,2304,32302.735
mma_fp16acc_m16n32_k32,2304,45242.181
mma_fp16acc_m16n32_k32_4x2,2304,59733.681
mma_fp16acc_m16n32_k32_4x4,2304,51371.769
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2304,79680.192
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2304,88147.130
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2304,109100.394
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2304,106821.116
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2304,84065.978
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2304,89149.437
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2304,106212.574
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2304,87526.412
cublaslt_fp16acc,2304,128429.416
wmma_fp16acc_staged_cpasync_k64_skew16,2560,91899.739
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2560,105405.706
mma_fp16acc,2560,24871.347
mma_fp16acc_m16n32,2560,37981.562
mma_fp16acc_m16n32_k32,2560,48491.308
mma_fp16acc_m16n32_k32_4x2,2560,59586.645
mma_fp16acc_m16n32_k32_4x4,2560,50106.368
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2560,75671.215
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2560,82956.960
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2560,114573.429
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2560,109591.971
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2560,88208.286
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2560,94739.433
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2560,110895.879
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2560,93057.862
cublaslt_fp16acc,2560,123187.975
wmma_fp16acc_staged_cpasync_k64_skew16,2816,92706.811
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,2816,104841.847
mma_fp16acc,2816,25154.863
mma_fp16acc_m16n32,2816,36030.375
mma_fp16acc_m16n32_k32,2816,49225.969
mma_fp16acc_m16n32_k32_4x2,2816,62664.092
mma_fp16acc_m16n32_k32_4x4,2816,57250.581
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,2816,80035.248
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,2816,82058.721
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,2816,115467.411
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,2816,113159.666
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,2816,89190.610
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,2816,100736.560
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,2816,113081.722
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,2816,98824.900
cublaslt_fp16acc,2816,144972.950
wmma_fp16acc_staged_cpasync_k64_skew16,3072,95262.446
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3072,110359.615
mma_fp16acc,3072,24621.081
mma_fp16acc_m16n32,3072,37252.041
mma_fp16acc_m16n32_k32,3072,48189.876
mma_fp16acc_m16n32_k32_4x2,3072,63313.568
mma_fp16acc_m16n32_k32_4x4,3072,54844.931
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3072,81413.521
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3072,89122.002
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3072,120989.535
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3072,117964.803
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3072,93671.746
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3072,106456.285
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3072,118211.071
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3072,104966.937
cublaslt_fp16acc,3072,156417.418
wmma_fp16acc_staged_cpasync_k64_skew16,3328,93983.414
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3328,107209.675
mma_fp16acc,3328,21071.651
mma_fp16acc_m16n32,3328,22937.666
mma_fp16acc_m16n32_k32,3328,38383.522
mma_fp16acc_m16n32_k32_4x2,3328,54919.815
mma_fp16acc_m16n32_k32_4x4,3328,46506.004
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3328,80270.438
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3328,85099.241
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3328,118993.876
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3328,115584.843
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3328,91535.568
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3328,105192.761
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3328,116703.213
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3328,103146.314
cublaslt_fp16acc,3328,153172.971
wmma_fp16acc_staged_cpasync_k64_skew16,3584,94886.559
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3584,109519.354
mma_fp16acc,3584,21205.991
mma_fp16acc_m16n32,3584,22294.826
mma_fp16acc_m16n32_k32,3584,37603.311
mma_fp16acc_m16n32_k32_4x2,3584,58730.442
mma_fp16acc_m16n32_k32_4x4,3584,51059.279
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3584,81417.446
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3584,88339.094
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3584,121836.579
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3584,118641.457
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3584,92992.874
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3584,104800.310
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3584,119409.556
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3584,103332.471
cublaslt_fp16acc,3584,140953.928
wmma_fp16acc_staged_cpasync_k64_skew16,3840,92110.830
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,3840,108745.037
mma_fp16acc,3840,21119.071
mma_fp16acc_m16n32,3840,22471.482
mma_fp16acc_m16n32_k32,3840,37609.928
mma_fp16acc_m16n32_k32_4x2,3840,59589.214
mma_fp16acc_m16n32_k32_4x4,3840,51726.848
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,3840,78741.190
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,3840,85735.429
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,3840,121281.857
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,3840,115757.683
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,3840,92545.605
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,3840,105361.779
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,3840,119038.125
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,3840,104838.965
cublaslt_fp16acc,3840,141980.862
wmma_fp16acc_staged_cpasync_k64_skew16,4096,95847.342
wmma_fp16acc_staged_cpasync_k64_4x4_skew16,4096,111801.528
mma_fp16acc,4096,21379.484
mma_fp16acc_m16n32,4096,24324.240
mma_fp16acc_m16n32_k32,4096,39464.195
mma_fp16acc_m16n32_k32_4x2,4096,63146.426
mma_fp16acc_m16n32_k32_4x4,4096,55579.218
mma_fp16acc_m16n32_staged_cpasync_k32_4x2,4096,83462.246
mma_fp16acc_m16n32_staged_cpasync_k64_4x2,4096,88348.364
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew16,4096,123601.509
mma_fp16acc_m16n32_staged_cpasync_ca_k64_4x2_skew16,4096,120910.067
mma_fp16acc_m16n32_staged_cpasync_k64_4x2_skew32,4096,95154.020
mma_fp16acc_m16n32_staged_cpasync_k64_4x4_skew16,4096,110094.900
mma_fp16acc_m16n64_staged_cpasync_k64_4x1_skew16,4096,121608.444
mma_fp16acc_m16n64_staged_cpasync_k64_4x2_skew16,4096,109548.730
cublaslt_fp16acc,4096,161125.724
